Column 1	LC-ID	Column 2	Column 3	LC-ID1	Column 4	blank
Hanblecheyapi.		Aubart, Michael, 1952-	Aubart, Michael, 1952- | Hanblecheyapi.		http://example.org/1351231#Work700-34	
Tag.		Stokes, Eric.	Stokes, Eric. | Tag.		http://example.org/1351231#Work700-35	
Pièce brève.		Masuda, Kozo, 1934-	Masuda, Kozo, 1934- | Pièce brève.		http://example.org/1351231#Work700-36	
Tierkreis; arranged.		Stockhausen, Karlheinz, 1928-2007.	Stockhausen, Karlheinz, 1928-2007. | Tierkreis; arranged.		http://example.org/1351231#Work700-37	
Minnesota Composers Forum presents Pure saxophone.			 | Minnesota Composers Forum presents Pure saxophone.		http://example.org/1351231#Work740-38	
Putting people first : sociological variables in rural development /		Cernea, Michael M.	Cernea, Michael M. | Putting people first : sociological variables in rural development /		http://example.org/1339833#Work	
Quatuor de saxophones de Montréal		Quatuor de saxophones de Montréal.	Quatuor de saxophones de Montréal. | Quatuor de saxophones de Montréal		http://example.org/1312515#Work	
Pulau dewata.		Vivier, Claude, 1948-1983.	Vivier, Claude, 1948-1983. | Pulau dewata.		http://example.org/1312515#Work700-29	
Vue sur les jardins interdits.		Pousseur, Henri.	Pousseur, Henri. | Vue sur les jardins interdits; arranged	n80133637	http://example.org/1312515#Work700-30	
Variations, saxophones (4), op. 84.		Leibowitz, René, 1913-1972.	Leibowitz, René, 1913-1972. | Variations, saxophones (4), op. 84.		http://example.org/1312515#Work700-31	
Improvisations.		Woods, Phil.	Woods, Phil. | Improvisations.		http://example.org/1312515#Work700-32	
Vue sur les jardins interdits.			Pousseur, Henri. | Vue sur les jardins interdits; arranged	n80133637	http://example.org/1312515#Work740-33	
Quebec's forest /		Québec (Province). Ministère de l'énergie et des ressources.	Québec (Province). Ministère de l'énergie et des ressources. | Quebec's forest /		http://example.org/1300857#Work	
Quebec's forest: our growing wealth.			 | Quebec's forest: our growing wealth.		http://example.org/1300857#Work740-21	
Le Québec forestier.			 | Le Québec forestier.		http://example.org/1300857#Work740-22	
Razvitie sot͡sialʹnoĭ struktury obshchestva v SSSR : aktualʹnye problemy sot͡siologicheskikh issledovaniĭ /		Ivanov, V. N. (Vilen Nikolaevich), 1934-	Ivanov, V. N. (Vilen Nikolaevich), 1934- | Razvitie sot͡sialʹnoĭ struktury obshchestva v SSSR : aktualʹnye problemy sot͡siologicheskikh issledovaniĭ /		http://example.org/1341604#Work	
Readalong rhythms			 | Readalong rhythms		http://example.org/1354433#Work	
Reader's Digest illustrated guide to Southern Africa /		Bulpin, Thomas Victor.	Bulpin, Thomas Victor. | Reader's Digest illustrated guide to Southern Africa /		http://example.org/1380237#Work	
Reading Lacan /		Gallop, Jane, 1952-	Gallop, Jane, 1952- | Reading Lacan /		http://example.org/1001292#Work	
Recent experiences in the coordination of education, employment and technology in Latin America and the Caribbean : a state of the art review and annotated bibliography /		McGinn, Noel F., 1934-	McGinn, Noel F., 1934- | Recent experiences in the coordination of education, employment and technology in Latin America and the Caribbean : a state of the art review and annotated bibliography /		http://example.org/1330842#Work	
Reports/studies ;		McGinn, Noel F., 1934-	McGinn, Noel F., 1934- | Reports/studies ;		http://example.org/1330842#Work830-29	
Recognition of fluvial depositional systems and their resource potential /		Flores, Romeo M.	Flores, Romeo M. | Recognition of fluvial depositional systems and their resource potential /		http://example.org/1298245#Work	
SEPM short course	n91069095	Flores, Romeo M.	Flores, Romeo M. | SEPM short course. ;		http://example.org/1298245#Work830-28	
Recommended code of nautical procedures and practices.		Canadian Coast Guard. Ship Operations.	Canadian Coast Guard. Ship Operations. | Recommended code of nautical procedures and practices.		http://example.org/1330266#Work	
Code des méthodes et pratiques nautiques.			 | Code des méthodes et pratiques nautiques.		http://example.org/1330266#Work740-28	
Recommended code of navigation practices and procedures.			 | Recommended code of navigation practices and procedures.		http://example.org/1330266#Work740-29	
Relationship of organic matter and mineral diagenesis /		Gautier, Donald L.	Gautier, Donald L. | Relationship of organic matter and mineral diagenesis /		http://example.org/1298278#Work	
SEPM short course	n91069095	Gautier, Donald L.	Gautier, Donald L. | SEPM short course. ;		http://example.org/1298278#Work830-29	
Religion, science, and worldview : essays in honor of Richard S. Westfall /		Westfall, Richard S.	Westfall, Richard S. | Religion, science, and worldview : essays in honor of Richard S. Westfall /		http://example.org/1359159#Work	
Rendering in mixed media /		Ungar, Joseph, 1948-	Ungar, Joseph, 1948- | Rendering in mixed media /		http://example.org/1398279#Work	
Report of the meeting of governmental experts of donor countries and multilateral and bilateral financial and technical assistance institutions with representatives of the least developed countries ... /		United Nations Conference on Trade and Development. Trade and Development Board.	United Nations Conference on Trade and Development. Trade and Development Board. | Report of the meeting of governmental experts of donor countries and multilateral and bilateral financial and technical assistance institutions with representatives of the least developed countries ... /		http://example.org/1339915#Work	
Research and development strategic plans 1985/86 -- 1988/89.		Canada. Ministry of the Solicitor General. Programs Branch.	Canada. Ministry of the Solicitor General. Programs Branch. | Research and development strategic plans 1985/86 -- 1988/89.		http://example.org/1323474#Work	
Resources : environment &amp; policy /		Fernie, John, 1948-	Fernie, John, 1948- | Resources : environment &amp; policy /		http://example.org/1391527#Work	
Respond : teaching children self protection, a text for everyone /		Anderson, Joanna.	Anderson, Joanna. | Respond : teaching children self protection, a text for everyone /		http://example.org/1325855#Work	
Reuse of sewage effluent : proceedings of the international symposium /		Institution of Civil Engineers (Great Britain)	Institution of Civil Engineers (Great Britain) | Reuse of sewage effluent : proceedings of the international symposium /		http://example.org/1298995#Work	
Revision of the modern : the Frankfurt Architecture Museum collection /		Klotz, Heinrich.	Klotz, Heinrich. | Revision of the modern : the Frankfurt Architecture Museum collection /		http://example.org/1356485#Work	
Architectural design profile	n42031519		 | Architectural design.		http://example.org/1356485#Work730-26	
Architectural design profile	n42031519	Klotz, Heinrich.	Klotz, Heinrich. | Architectural design profile. ;		http://example.org/1356485#Work830-27	
Richard Wagner : Vorbote des Antisemitismus /		Katz, Jacob, 1904-1998.	Katz, Jacob, 1904-1998. | Richard Wagner : Vorbote des Antisemitismus /		http://example.org/1002112#Work	
Veröffentlichung des Leo Baeck Instituts	n84739918	Katz, Jacob, 1904-1998.	Katz, Jacob, 1904-1998. | Veröffentlichung des Leo Baeck Instituts.		http://example.org/1002112#Work830-24	
Robert Rauschenberg, work from four series : a sesquicentennial exhibition /		Rauschenberg, Robert, 1925-2008.	Rauschenberg, Robert, 1925-2008. | Robert Rauschenberg, work from four series : a sesquicentennial exhibition /		http://example.org/1369092#Work	
Rauschenberg: work from four series.			 | Rauschenberg: work from four series.		http://example.org/1369092#Work740-26	
Works. Selections. English. 1985		Walser, Robert, 1878-1956.	Walser, Robert, 1878-1956. | Works. Selections. | English. 1985	n85007512	http://example.org/1352734#Work	
Roman kao postupak u savremenoj srpskoj književnosti : B. Ćosić, D. Kiš i M. Kovač /		Srebro, Milivoj, 1957-	Srebro, Milivoj, 1957- | Roman kao postupak u savremenoj srpskoj književnosti : B. Ćosić, D. Kiš i M. Kovač /		http://example.org/1351953#Work	
Biblioteka Prva knjiga (Novi Sad, Serbia)	n84739783	Srebro, Milivoj, 1957-	Srebro, Milivoj, 1957- | Biblioteka Prva knjiga (Novi Sad, Serbia) ;		http://example.org/1351953#Work830-26	
Romantic works		Baerg, Irmgard, 1942- ,	Baerg, Irmgard, 1942- , | Romantic works		http://example.org/1303996#Work	
Piano music. Selections.		Eckhardt-Gramatté, S. C. (Sophie-Carmen), 1899-1974.	Eckhardt-Gramatté, S. C. (Sophie-Carmen), 1899-1974. | Piano music. Selections.		http://example.org/1303996#Work700-28	
Papillons.		Schumann, Robert, 1810-1856.	Schumann, Robert, 1810-1856. | Papillons.		http://example.org/1303996#Work700-29	
Ballades, piano, no. 4, op. 52, F minor.		Chopin, Frédéric, 1810-1849.	Chopin, Frédéric, 1810-1849. | Ballades, piano, no. 4, op. 52, F minor.		http://example.org/1303996#Work700-30	
Rubāʻīyāt. English		Omar Khayyam.	Omar Khayyam. | Rubāʻīyāt. | English	n83181139	http://example.org/1295856#Work	
Classic collector's series.		Omar Khayyam.	Omar Khayyam. | Classic collector's series.		http://example.org/1295856#Work830-22	
Rudolf Bultmann, 100 Jahre : Oldenburger Vorträge /		Bultmann, Rudolf, 1884-1976.	Bultmann, Rudolf, 1884-1976. | Rudolf Bultmann, 100 Jahre : Oldenburger Vorträge /		http://example.org/1002074#Work	
Russkai͡a kulʹtura i romanskiĭ mir /		Alekseev, Mikhail Pavlovich, 1896-1981	Alekseev, Mikhail Pavlovich, 1896-1981 | Russkai͡a kulʹtura i romanskiĭ mir /		http://example.org/1370255#Work	
Saaz, raag aur taal		Vohra, Vinayak.	Vohra, Vinayak. | Saaz, raag aur taal		http://example.org/1396348#Work	
Lucky 13		Vohra, Vinayak.	Vohra, Vinayak. | Lucky 13		http://example.org/1396348#Work830-30	
Safer lifting for patient care /		Hollis, Margaret.	Hollis, Margaret. | Safer lifting for patient care /		http://example.org/1394366#Work	
Saggi e ricerche sulle culture extraeuropee /		Bellini, Giuseppe, 1923-	Bellini, Giuseppe, 1923- | Saggi e ricerche sulle culture extraeuropee /		http://example.org/1315685#Work	
Africa, America, Asia, Australia	n84728762	Bellini, Giuseppe, 1923-	Bellini, Giuseppe, 1923- | Africa, America, Asia, Australia. ;		http://example.org/1315685#Work830-27	
Sámi duodji = Samisk håndverk.		Nordenfjeldske kunstindustrimuseum.	Nordenfjeldske kunstindustrimuseum. | Sámi duodji = Samisk håndverk.		http://example.org/1387253#Work	
Samisk håndverk.			 | Samisk håndverk.		http://example.org/1387253#Work740-26	
Science and research in Austria.		Austria. Bundespressedienst.	Austria. Bundespressedienst. | Science and research in Austria.		http://example.org/1298369#Work	
Österreich Dokumentationen	n86734552	Austria. Bundespressedienst.	Austria. Bundespressedienst. | Austria documentation.		http://example.org/1298369#Work830-23	
Science fiction films /		Cross, Robin.	Cross, Robin. | Science fiction films /		http://example.org/1316651#Work	
Science indicators : the 1985 report /		National Science Board (U.S.)	National Science Board (U.S.) | Science indicators : the 1985 report /		http://example.org/1378545#Work	
Annual report, 1985.		National Science Board (U.S.).	National Science Board (U.S.). | Annual report, 1985.		http://example.org/1378545#Work710-23	
Science indicators--1985.			 | Science indicators--1985.		http://example.org/1378545#Work740-24	
Scribbling in the dark /		Oakley, Barry.	Oakley, Barry. | Scribbling in the dark /		http://example.org/1405242#Work	
Search and seizure checklist /		Paisley, Victor.	Paisley, Victor. | Search and seizure checklist /		http://example.org/1333943#Work	
What to do when the police arrive to search a law office.			 | What to do when the police arrive to search a law office.		http://example.org/1333943#Work740-23	
Second opinion : Lapacho and the cancer controversy /		Wead, Bill.	Wead, Bill. | Second opinion : Lapacho and the cancer controversy /		http://example.org/1394374#Work	
Secret spells &amp; curious charms /		Beisner, Monika.	Beisner, Monika. | Secret spells &amp; curious charms /		http://example.org/1001609#Work	
Secret spells and curious charms.			 | Secret spells and curious charms.		http://example.org/1001609#Work740-23	
Seismic stratigraphic interpretation and petroleum exploration /		Brown, L. F. (Leonard Franklin), 1928-	Brown, L. F. (Leonard Franklin), 1928- | Seismic stratigraphic interpretation and petroleum exploration /		http://example.org/1316348#Work	
Principles of seismic stratigraphic interpretation.			 | Principles of seismic stratigraphic interpretation.		http://example.org/1316348#Work740-25	
Geology and geometry of depositional systems.			 | Geology and geometry of depositional systems.		http://example.org/1316348#Work740-26	
AAPG continuing education course note series	n91000277	Brown, L. F. (Leonard Franklin), 1928-	Brown, L. F. (Leonard Franklin), 1928- | AAPG continuing education course note series ;		http://example.org/1316348#Work830-27	
Semantic automata /		Benthem, J. F. A. K. van, 1949-	Benthem, J. F. A. K. van, 1949- | Semantic automata /		http://example.org/1333340#Work	
Report (Center for the Study of Language and Information (U.S.))	n86729790	Benthem, J. F. A. K. van, 1949-	Benthem, J. F. A. K. van, 1949- | Report (Center for the Study of Language and Information (U.S.)) ;		http://example.org/1333340#Work830-21	
Semantic mapping		Johnson, Dale D.	Johnson, Dale D. | Semantic mapping		http://example.org/1344415#Work	
Teaching reading comprehension	n92040739	Johnson, Dale D.	Johnson, Dale D. | Teaching reading comprehension. ;		http://example.org/1344415#Work830-30	
Austen, Jane, 1775-1817. | Sense and sensibility	no2009127349	Austen, Jane, 1775-1817.	Austen, Jane, 1775-1817. | Sense and sensibility. | English | (Shapard)	no2015003671	http://example.org/1339374#Work	
Sex and gender : the human experience /		Doyle, James A.	Doyle, James A. | Sex and gender : the human experience /		http://example.org/1325764#Work	
Sexual assault : Manitoba concerns /		Ellis-Grunfeld, Roberta.	Ellis-Grunfeld, Roberta. | Sexual assault : Manitoba concerns /		http://example.org/1320150#Work	
--- shame the devil /		Morrow, Lyn, 1911-	Morrow, Lyn, 1911- | --- shame the devil /		http://example.org/1354532#Work	
Signal recovery from noise in electronic instrumentation /		Wilmshurst, T. H.	Wilmshurst, T. H. | Signal recovery from noise in electronic instrumentation /		http://example.org/1319648#Work	
Simple &amp; direct : a rhetoric for writers /		Barzun, Jacques, 1907-2012.	Barzun, Jacques, 1907-2012. | Simple &amp; direct : a rhetoric for writers /		http://example.org/1341382#Work	
