001	024	100$a	245	246	605	651$a	652$a	520$a	501	544$c	556$b	557$a	544$d	555$l	544$b	556$a	008
"3979608"		"Patnayak, Sibabrata."	"10$aKey performance indicators for electric mining shovels and oil sands diggability /$cby Sibabrata Patnayak."														"840831s2006\\\\xx\\\\\\\bm\\\000\0\eng\d"
"3979609"		"Greif, Matthew Daniel."	"14$aThe dispersal of saprobic fungi by arthropods, and fungal mechanisms that facilitate microfaunal transport /$cby Matthew Daniel Greif."														"840831s2006\\\\xx\\\\\\\bm\\\000\0\eng\d"
"3979610"		"Forgeron, Michelle Ambrosa Marie."	"10$aSolid-state nuclear magnetic resonance and computational investigations of exotic nuclei /$cby Michelle Ambrosa Marie Forgeron."														"840831s2006\\\\xx\\\\\\\bm\\\000\0\eng\d"
"3979611"		"Lachance, Hugo."	"10$aEnantioselective Lewis acid-catalyzed allylboration of aldehydes using camphor-derived diols :$bdevelopment and synthetic applications /$cby Hugo Lachance."														"840831s2006\\\\xx\\\\\\\bm\\\000\0\eng\d"
"3979612"		"Guo, Haixia,"	"10$aSynergism in erosion-corrosion caused by interaction of electrochemical and mechanical factors /$cby Haixia Guo."														"840831s2006\\\\xx\\\\\\\bm\\\000\0\eng\d"
"3979613"		"Yassine, Mahmoud Mohammad."	"10$aProtein separations in capillary zone electrophoresis using cationic surfactant coatings /$cby Mahmoud Mohammad Yassine."														"840831s2006\\\\xx\\\\\\\bm\\\000\0\eng\d"
"3979614"		"Zhang, Yajun."	"12$aA case study :$btime-lapse seismic monitoring of a thin heavy oil reservoir /$cby Yajun Zhang."	"30$aReservoir, time-lapse seismic monitoring of a thin heavy oil"													"840831s2006\\\\xx\\\\\\\bm\\\000\0\eng\d"
"3979615"		"Lee, Jung Min,"	"10$aPrey-taxis and its applications /$cby Jung Min Lee."														"840831s2006\\\\xx\\\\\\\bm\\\000\0\eng\d"
"3979616"		"Lamoureux, Jason S."	"10$aStructural investigations of Ndt80 in complex with DNA :$bimplications for DNA-protein interactions and transcriptional regulation /$cby Jason S. Lamoureux."														"840831s2006\\\\xx\\\\\\\bm\\\000\0\eng\d"
"3979617"		"Covaci, Lucian."	"10$aInhomogeneous superconductivity /$cby Lucian Covaci."														"840831s2006\\\\xx\\\\\\\bm\\\000\0\eng\d"
"3979618"		"Wang, Ping."	"10$aProduction-based large scale construction simulation modeling /$cby Ping Wang."														"840831s2006\\\\xx\\\\\\\bm\\\000\0\eng\d"
"3979619"		"Corvi, Maria Martha."	"10$aCharacterization of carbamoyl phosphate synthetase 1 palmitoylation and development of a chemical biology approach to detect and identify new palmitoylated proteins /$cby Maria Martha Corvi."														"840831s2006\\\\xx\\\\\\\bm\\\000\0\eng\d"
"3979620"		"Raithatha, Sheetal Amritlal."	"10$aTranscriptional regulation of the S-phase cyclin CLB5 during meiotic development in Saccharomyces cerevisiae /$cby Sheetal Amritlal Raithatha."														"840831s2006\\\\xx\\\\\\\bm\\\000\0\eng\d"
"3979621"		"Slepkov, Aaron David."	"10$aUltrafast third-order optical nonlinearities of conjugated organic molecules /$cby Aaron David Slepkov."														"840831s2006\\\\xx\\\\\\\bm\\\000\0\eng\d"
"3979622"		"Spantulescu, Marian Daniel."	"10$aSynthetic methods for amino acids and hydroxy acids using photolysis of diacyl peroxides and peresters /$cby Marian Daniel Spantulescu."														"840831s2006\\\\xx\\\\\\\bm\\\000\0\eng\d"
"3979623"		"Norman, David W."	"10$aSynthesis and reactivity of new thermally stable chromium(ll)/(III) [eta]³-allyl and s-trans chromium(0) diene complexes /$cby David W. Norman."														"840831s2006\\\\xx\\\\\\\bm\\\000\0\eng\d"
"3979624"		"Topic, Winifred C."	"14$aThe onset of superfluidity in He[nu]-cyanoacetylene clusters studied by Fourier transform microwave spectroscopy /$cby Winifred C. Topic."														"070823s2006\\\\xx\\\\\\\bm\\\000\0\eng\d"
"3980575"		"Onyerikam, Ifeoma Martina."	"10$aAchieving compliance with the Basel Convention on transboundary movement of hazardous wastes /$cby Ifeoma Martina Onyerikam."	"18$aAchieving compliance w the Basel Convention"													"070912s2007\\\\xx\\\\\\\bm\\\000\0\eng\d"
"3981231"		"Ardila, Hernando León."	"10$aProtein targets of oxidative stress in the heart /$cby Hernando León Ardila."														"070904s2006\\\\xx\\\\\\\bm\\\000\0\eng\d"
"3981538"		"Cheung, Ka Hing."	"10$aCreative foundations :$brewriting in Larissa Lai's novels /$cby Ka Hing Cheung."														"070915s2007\\\\xx\\\\\\\m\\\\000\0\eng\d"
"3981539"		"Cai, Zheng,"	"10$aCold literature :$bon Gao Xingjian's novels and stories /$cby Zheng Cai."														"070915s2007\\\\xx\\\\\\\bm\\\000\0\eng\d"
"3981818"		"Booker, Reanne."	"10$aRelationship between clinical variables, quality of life and fatigue in patients with multiple myeloma /$cby Reanne Booker."														"070915s2007\\\\xx\\\\\\\bm\\\000\0\eng\d"
"3981819"		"Caul, Cheryl."	"10$aVascular compliance in women post gestational diabetes with impaired glucose tolerance and normal glucose tolerance /$cby Cheryl Caul."														"070915s2007\\\\xx\\\\\\\bm\\\000\0\eng\d"
"3981820"		"Amusat, Nurudeen Tunde."	"14$aThe effect of diabetes status on six month functional outcome post joint arthroplasty /$cby Nurudeen Tunde Amusat."														"070915s2007\\\\xx\\\\\\\bm\\\000\0\eng\d"
"3984039"		"Geramifard, Alborz."	"10$aIncremental least-squares temporal difference learning /$cby Alborz Geramifard."														"070920s2007\\\\abc\\\\\\bm\\\000\0\eng\d"
"3984040"		"Dwyer, Kenneth David."	"10$aDecision tree instability and active learning /$cby Kenneth David Dwyer."														"070920s2007\\\\abc\\\\\\bm\\\000\0\eng\d"
"3984041"		"Almeida, Andrea Infantini de."	"10$aCreative dance and cognition :$ba study on physical expression of concepts /$cby Andrea Infantini de Almeida."														"070920s2007\\\\abc\\\\\\bm\\\000\0\eng\d"
"3984042"		"Asgarian, Nasimeh."	"10$aRank-1 bicluster classifier /$cby Nasimeh Asgarian."														"070920s2007\\\\abc\\\\\\bm\\\000\0\eng\d"
"3984043"		"Arneson, Broderick."	"10$aMizar verification of algorithms for recognizing chordal graphs /$cby Broderick Arneson."														"070920s2007\\\\abc\\\\\\bm\\\000\0\eng\d"
"3984044"		"Eastman, Craig Dennis."	"10$aThick/thin film sulfur oxide chemical sensor /$cby Craig Dennis Eastman."														"050406s2006\\\\xx\\\\\\\bm\\\000\0\eng\d"
"3984045"		"Ahn, Kee-Chan,"	"10$aRoles of 5-HT in the regulation of neurite outgrowth in an identified serotonergic neuron C1 from Helisoma trivolvis /$cby Kee-Chan Ahn."														"050406s2006\\\\xx\\\\\\\bm\\\000\0\eng\d"
"3984046"		"Little, Stefan Allan."	"14$aThe importance of paleobotanical whole plant reconstructions :$bmorphology and anatomy of Lythraceae and Lauraceae from the Princeton Chert /$cby Stefan Allan Little."														"050406s2006\\\\xx\\\\\\\bm\\\000\0\eng\d"
"3984047"		"Macdonald, Tara A."	"10$aSystematics of the Spirorbinae (Annelida, Polychaeta, Serpulidae) :$bthe evolution of miniaturization, brooding modes, and coiling asymmetry /$cby Tara A. Macdonald."														"050406s2006\\\\xx\\\\\\\bm\\\000\0\eng\d"
"3984048"		"Holloway, Preston Carl."	"10$aApplication of transformational roasting to the treatment of metallurgical wastes /$cby Preston Carl Holloway."														"050406s2006\\\\xx\\\\\\\bm\\\000\0\eng\d"
"3984049"		"Smith, Selena Yvette."	"10$aMorphology, anatomy, and phylogeny of fossil and extant Saururaceae :$binsights from the Middle Eocene Princeton Chert /$cby Selena Yvette Smith."														"050406s2007\\\\xx\\\\\\\bm\\\000\0\eng\d"
"3984504"		"Borowetz, Greg."	"10$aProverbs and aphorisms in Kalendar Kanadiis'koho Farmera /$cby Greg Borowetz."														"070924s2007\\\\xx\\\\\\\bm\\\000\0\eng\d"
"3984989"		"Wong, Christopher Paul."	"10$aLong period gratings in multimode interference devices /$cby Christopher Paul Wong."														"050406s2006\\\\xx\\\\\\\bm\\\000\0\eng\d"
"3984990"		"Meijer, Garret."	"10$a[±60°₃]T glass fibre reinforced epoxy tubes and the influence of an interleaf on transverse cracking and fluid containment /$cby Garret Meijer."														"050406s2006\\\\xx\\\\\\\bm\\\000\0\eng\d"
"3984991"		"Lyubimova, Elizaveta O."	"10$aAnalysis of fundamental boundary value problems in linear piezoelectricity /$cby Elizaveta O. Lyubimova."														"050406s2006\\\\xx\\\\\\\bm\\\000\0\eng\d"
"3984992"		"Searcy, Cory."	"10$aDesigning sustainable development indicators at an electric utility /$cby Cory Searcy."														"050406s2006\\\\xx\\\\\\\bm\\\000\0\eng\d"
"3984993"		"Kasongo, Tshitende."	"10$aRole of fine clays and ionic species in bitumen extraction from oil sands ores using the hot water extraction process /$cby Tshitende Kasongo."														"050406s2006\\\\xx\\\\\\\bm\\\000\0\eng\d"
"3984994"		"Corkum, Andrew Garnet."	"10$aNon-linear behaviour of opalinus clay around underground excavations /$cby Andrew Garnet Corkum."														"050406s2006\\\\xx\\\\\\\bm\\\000\0\eng\d"
"3984995"		"Jimenez Gomez, Jaime Alberto."	"10$aGeomechanical performance assessment of CO₂-EOR geological storage projects /$cby Jaime Alberto Jimenez Gomez."														"050406s2006\\\\xx\\\\\\\bm\\\000\0\eng\d"
"3984996"		"Gao, Yutong."	"10$aIn-use vehicle fuel consumption & emissions functions measurement /$cby Yutong Gao."	"3\$aIn-use vehicle fuel consumption and emissions functions measurement"													"050406s2006\\\\xx\\\\\\\bm\\\000\0\eng\d"
"3984997"		"Black, Matthew."	"10$aDefinition, inspirations, inputs, leadership, and resistance :$bpolicy innovation and Edmonton's smoking bylaw /$cby Matthew Black."														"070926s2007\\\\xx\\\\\\\bm\\\000\0\eng\d"
"3985288"		"Hoffmann, Olga."	"10$aDifficulties in translation of Sergei Dovlatov from Russian into English language /$cby Olga Hoffmann."														"070628s2006\\\\xx\\\\\\\bm\\\000\0\eng\d"
"3985324"		"Racicot, Marc-Aurèle,"	"14$aThe open courts principle and the Internet :$btransparency of the judicial process promoted by the use of technology and a solution for a reasoned access to court records /$cby Marc-Aurèle Racicot."														"070912s2007\\\\xx\\\\\\\bm\\\000\0\eng\d"
"3985995"		"Moyo, Patience Sibongile."	"10$aIncome diversification, water access and household welfare in rural Zimbabwe /$cby Patience Sibongile Moyo."			"Zimbabwe"											"970826s2006\\\\xx\\\\\\\bm\\\000\0\eng\d"
"3986088"		"Gamache, Vania Esme."	"14$aThe relationship between perfectionism and performance-slump coping in female intercollegiate volleyball /$cby Vania Esme Gamache."														"070920s2007\\\\abc\\\\\\bm\\\000\0\eng\d"
"3986236"		"Arai, Yuki."	"10$aImpacts of resource development on traditional land use and traditional ecological knowledge of the Alexis Nakota Sioux Nation /$cby Yuki Arai."														"070924s2007\\\\xx\\\\\\\bm\\\000\0\eng\d"
"3986237"		"Dissanayake, Gunapalage Manjula."	"13$aAn integrated computational intelligence framework for construction performance diagnosis /$cby Gunapalage Manjula Dissanayake."														"840831s2006\\\\xx\\\\\\\bm\\\000\0\eng\d"
"3986238"		"Carmichael, Lindsey Erin."	"10$aEcological genetics of northern wolves and Arctic foxes /$cby Lindsey Erin Carmichael."														"840831s2006\\\\xx\\\\\\\bm\\\000\0\eng\d"
"3986239"		"Roe, Amanda Diane."	"10$aSystematics of western North American Dioryctria (Lepidoptera: Pyralidae) /$cby Amanda Diane Roe."														"070921s2006\\\\xx\\\\\\\bm\\\000\0\eng\d"
"3986240"		"Agarwal, Nikhil."	"10$aProbabilistic approach for MPC performance assessment /$cby Nikhil Agarwal."														"840831s2007\\\\xx\\\\\\\bm\\\000\0\eng\d"
"3986241"		"Gallagher, Else Elizabeth."	"14$aThe design and manufacture of a comb-driven micropump /$cby Else Elizabeth Gallagher."														"070921s2007\\\\xx\\\\\\\bm\\\000\0\eng\d"
"3986242"		"Bolster, Michael."	"10$aUltra-class hauler tire-rim interactions /$cby Michael Bolster."														"070921s2007\\\\xx\\\\\\\bm\\\000\0\eng\d"
"3986243"		"Barth, James E."	"10$aGelatin as a target medium for ballistic sizing of aerosol particles /$cby James E. Barth."														"840831s2007\\\\xx\\\\\\\bm\\\000\0\eng\d"
"3986244"		"Cabilio, Nora Rachel."	"10$aGeneration of transgenic mice expressing a granzyme B-EGFP fusion protein /$cby Nora Rachel Cabilio."														"070921s2007\\\\xx\\\\\\\bm\\\000\0\eng\d"
"3986245"		"Churchill, James Lewis."	"10$aMovement and fertilization success of American redstarts (Setophaga ruticilla) in a fragmented agricultural landscape /$cby James Lewis Churchill."														"840831s2007\\\\xx\\\\\\\bm\\\000\0\eng\d"
"3986246"		"Dalton, Andrea Louise."	"10$aSexual behaviours during the transition to university :$ba positive development approach /$cby Andrea Louise Dalton."														"840831s2007\\\\xx\\\\\\\bm\\\000\0\eng\d"
"3986247"		"Anagaw, Amsalu Y."	"10$aTheoretical studies of semiconductor surface modification /$cby Amsalu Y. Anagaw."														"840831s2007\\\\xx\\\\\\\bm\\\000\0\eng\d"
"3986248"		"Belic, George."	"10$aOught implies may not /$cby George Belic."														"840831s2007\\\\xx\\\\\\\bm\\\000\0\eng\d"
"3986249"		"Earle, Suzanne Nicole."	"10$aDouble-crested cormorant diet on boreal lakes :$bimplications for food web structure and fisheries management /$cby Suzanne Nicole Earle."														"840831s2007\\\\xx\\\\\\\bm\\\000\0\eng\d"
"3986251"		"Flegel, Mitchel D."	"10$aPhotodecarboxylation of amino acids and the synthesis of DAP analogs to be tested against enzymes involved in plant lysine biosynthesis /$cby Mitchel D. Flegel."														"840831s2007\\\\xx\\\\\\\bm\\\000\0\eng\d"
"3986630"		"Aydin, Mehmet."	"10$aTearing fracture of energy pipelines under monotonic loading conditions /$cby Mehmet Aydin."														"050406s2007\\\\xx\\\\\\\bm\\\000\0\eng\d"
"3986631"		"Bale, Bryan Jon Robert."	"10$aFreeze-thaw dewatering of oil sands tailings as part of a natural remediation strategy /$cby Bryan Jon Robert Bale."														"050406s2007\\\\xx\\\\\\\bm\\\000\0\eng\d"
"3986632"		"Chen, Ren Zhou."	"10$aComparison of action spectra of microorganisms and DNA absorbance spectra for UV disinfection of water /$cby Ren Zhou Chen."														"070926s2007\\\\xx\\\\\\\bm\\\000\0\eng\d"
"3986633"		"Adagulu Demirdal, Gulcan Derya."	"10$aRole of catalytic agents on combustion front propagation in porous media /$cby Gulcan Derya Adagulu Demirdal."														"050406s2007\\\\xx\\\\\\\bm\\\000\0\eng\d"
"3986634"		"Amaike, Saori."	"10$aQuantification of ToxB gene expression by isolates of Pyrenophora tritici-repentis and microscopic analysis of the interaction with their wheat host /$cby Saori Amaike."														"070925s2007\\\\xx\\\\\\\bm\\\000\0\eng\d"
"3986635"		"Fyshe, Alona."	"10$aTerm generalization and synonym resolution for biological abstracts :$busing the gene ontology for subcellular localization prediction /$cby Alona Fyshe."														"050406s2007\\\\xx\\\\\\\bm\\\000\0\eng\d"
"3986738"		"Ahmad, Farooq."	"10$aUbihand :$ba wearable input device for gesture recognition and 3D interaction /$cby Farooq Ahmad."														"050406s2007\\\\xx\\\\\\\bm\\\000\0\eng\d"
"3986739"		"Carruthers, Robert W."	"10$aImproved Markov chain modeling of the Rayleigh fading channel /$cby Robert W. Carruthers."														"050406s2007\\\\xx\\\\\\\bm\\\000\0\eng\d"
"3986740"		"Boyle, Keith David."	"10$aOn the design and testability of analog decoder interfaces /$cby Keith David Boyle."														"050406s2007\\\\xx\\\\\\\bm\\\000\0\eng\d"
"3987414"		"Kashiwagi, Mika."	"10$aNumerical simulation of Ordovician climate using a coupled atmosphere-ocean general circulation model /$cby Mika Kashiwagi."														"071003s2007\\\\abc\\\\\\bm\\\000\0\eng\d"
"3987415"		"Modami, Shirin."	"10$aValidation of full-scale UV reactor performance in wastewater treatment using indigenous microorganisms /$cby Shirin Modami."														"071003s2007\\\\abc\\\\\\bm\\\000\0\eng\d"
"3987416"		"Kan, Morgan Hugh."	"10$aPostgame analysis of poker decisions /$cby Morgan Hugh Kan."														"071003s2007\\\\abc\\\\\\bm\\\000\0\eng\d"
"3987417"		"Khan, Sheehan."	"10$aJoint packet detection and frame synchronization for asynchronous wireless networks /$cby Sheehan Khan."														"071003s2007\\\\abc\\\\\\bm\\\000\0\eng\d"
"3987418"		"Moise, Daniel Leontin."	"10$aReverse engineering heterogeneous software systems /$cby Daniel Leontin Moise."														"071002s2007\\\\abc\\\\\\bm\\\000\0\eng\d"
"3987422"		"Boadu, Abena Frempomaa."	"10$aEvaluating risk management strategies for Alberta cow/calf operations /$cby Abena Frempomaa Boadu."														"010627s2007\\\\xx\\\\\\\bm\\\000\0\eng\d"
"3987423"		"Daya Vedanayagam Emmanuel, Giftson."	"10$aEffects of feeding increasing proportions of barley grain on metabolic immunologic and productive responses of early lactating dairy cows /$cby Giftson Daya Vedanayagam Emmanuel."														"010627s2007\\\\xx\\\\\\\bm\\\000\0\eng\d"
"3988381"		"Campbell, Alison Nicole Taylor."	"10$aInstigating change :$binvestigating the meaning(s) of religious objects in St. Mungo Museum of Religious Life and Art /$cby Alison Nicole Taylor Campbell."														"070912s2007\\\\xx\\\\\\\bm\\\000\0\eng\d"
"3988420"		"Londono, Yissella."	"14$aThe role of clay in salt hydrolysis during bitumen upgrading /$cby Yissella Londono."														"050406s2007\\\\xx\\\\\\\bm\\\000\0\eng\d"
"3988421"		"Kaviani, Saeed."	"10$aTransmit antenna selection using orthogonal space-time block codes /$cby Saeed Kaviani."														"050406s2007\\\\xx\\\\\\\bm\\\000\0\eng\d"
"3988422"		"Halberg, Errol John Edward."	"14$aThe influence of convection on zone refining /$cby Errol John Edward Halberg."														"050406s2007\\\\xx\\\\\\\bm\\\000\0\eng\d"
